1	220	0.234326
1	339	1.46304
1	364	1.71109
1	410	2.53892
1	417	2.98338
1	449	3.89286
1	451	3.84461
2	97	2.26274
2	405	0.756573
2	434	2.37245
2	442	2.81138
2	457	3.44987
2	463	3.46673
2	468	3.82121
3	117	0.429386
3	221	0.813361
3	275	1.10509
3	388	2.80365
3	430	3.5904
3	431	3.66661
3	445	4.25974
4	126	0.462334
4	223	0.922682
4	254	4.15692
4	309	1.8824
4	402	3.30657
4	459	4.75834
4	473	5.33591
5	238	0.0592045
5	277	0.13054
5	403	2.16407
5	405	2.01281
5	457	4.70611
5	462	4.68379
5	468	5.07745
6	85	0.628453
6	339	1.76034
6	380	2.66665
6	417	3.28069
6	443	1.55624
6	449	4.19017
6	451	4.14192
7	246	0.291604
7	364	1.30976
7	406	2.40089
7	417	2.58205
7	439	3.14912
7	449	3.49152
7	451	3.44328
8	75	0.332691
8	299	0.746762
8	465	3.11773
8	477	2.90623
8	481	3.19723
8	487	3.49554
8	490	3.61928
9	128	2.7
9	221	1.165
9	348	2.1049
9	369	2.63036
9	382	2.80767
9	430	3.94205
9	431	4.01825
10	92	0.897943
10	116	0.607389
10	190	1.11465
10	203	3.16228
10	399	3.6121
10	459	4.92929
10	473	5.50686
11	456	1.10603
11	479	1.80454
11	488	2.71317
11	489	2.6014
11	497	3.02711
11	499	3.15643
11	500	3.36659
12	427	1.45313
12	452	2.49267
12	460	2.98295
12	471	3.23225
12	472	3.23225
12	475	3.56438
12	478	3.275
13	204	0.642878
13	269	1.3428
13	339	1.64674
13	375	2.23917
13	406	2.98593
13	439	3.73416
13	449	4.07656
14	424	0.131296
14	446	1.07693
14	458	2.3456
14	480	3.02425
14	495	4.00011
14	497	4.04836
14	500	4.38784
15	74	1.86227
15	82	1.46227
15	160	2.27724
15	192	2.13009
15	194	2.4848
15	292	2.96153
15	362	3.49005
16	94	1.93041
16	157	1.99667
16	175	2.7
16	216	2.37729
16	307	3.18183
16	328	3.43807
16	359	3.74397
17	325	5.80948
17	441	2.21998
17	442	2.30817
17	457	2.94666
17	462	2.92434
17	463	2.96352
17	468	3.318
18	219	0.2012
18	385	3.05454
18	488	2.95829
18	495	3.22398
18	497	3.27222
18	499	3.40155
18	500	3.61171
19	262	0.238002
19	386	0.464378
19	427	1.81118
19	460	3.34101
19	471	3.5903
19	472	3.5903
19	478	3.63305
20	93	0.317189
20	414	2.89148
20	442	2.68758
20	457	3.32607
20	462	3.30375
20	463	3.34294
20	468	3.69741
21	344	1.40136
21	476	2.32749
21	482	2.53425
21	483	2.62808
21	485	3.0318
21	486	2.99392
21	492	3.15322
22	212	0.180311
22	293	1.31333
22	411	2.6079
22	428	2.82839
22	429	2.89346
22	435	3.23945
22	448	3.60541
23	427	1.15727
23	440	1.77513
23	452	2.19681
23	460	2.6871
23	471	2.93639
23	472	2.93639
23	478	2.97914
24	418	0.148545
24	454	2.25641
24	469	2.19967
24	480	2.70696
24	495	3.68282
24	499	3.86039
24	500	4.07055
25	357	0.549926
25	387	1.54967
25	444	2.91247
25	447	2.61606
25	453	3.00687
25	454	3.02705
25	455	3.00683
26	74	2.36173
26	192	2.62955
26	194	2.98427
26	195	2.69508
26	240	2.68318
26	326	3.31443
26	353	1.93296
27	300	1.12313
27	479	1.91231
27	480	2.11077
27	488	2.82094
27	495	3.08663
27	499	3.26421
27	500	3.47437
28	321	0.808244
28	395	2.02126
28	399	2.2009
28	402	2.06632
28	422	2.43478
28	433	3.04106
28	473	4.09566
29	302	0.102574
29	391	0.174131
29	470	2.34276
29	493	3.432
29	494	3.44528
29	496	3.5152
29	498	3.64815
30	236	1.63363
30	249	1.91513
30	283	2.10607
30	308	2.08642
30	335	2.7679
30	344	3.17191
30	376	2.98718
31	42	1.85203
31	62	1.65376
31	160	2.48339
31	192	2.33624
31	292	3.16768
31	320	3.33096
31	362	3.6962
32	434	1.94233
32	441	2.29306
32	448	0.685591
32	457	3.01975
32	462	2.99742
32	463	3.03661
32	468	3.39108
33	434	2.04872
33	441	2.39946
33	442	2.48765
33	462	3.10381
33	463	3.143
33	468	3.49747
33	491	2.18209
34	135	0.575682
34	193	0.565144
34	265	0.860556
34	395	2.99982
34	399	3.17947
34	422	3.41334
34	473	5.07422
35	81	0.110889
35	357	1.71439
35	380	2.06213
35	387	2.71414
35	437	3.76642
35	454	4.19151
35	455	4.1713
36	469	1.22814
36	479	1.53696
36	488	2.4456
36	495	2.71129
36	497	2.75953
36	499	2.88886
36	500	3.09902
37	158	0.710777
37	204	1.43432
37	247	1.21924
37	324	0.509534
37	417	3.95853
37	439	4.5256
37	451	4.81976
38	356	0.154746
38	437	2.49246
38	444	2.80297
38	447	2.50656
38	453	2.89737
38	454	2.91755
38	455	2.89734
39	387	2.15255
39	488	2.51746
39	489	2.40569
