1	155	1.99819
1	251	2.0423
1	274	1.99694
1	339	2.4866
1	427	2.65789
1	473	2.59352
1	497	2.91233
2	81	2.19107
2	120	2.79161
2	137	2.70928
2	204	2.85459
2	262	3.06949
2	319	3.06984
2	461	1.72103
3	93	2.19338
3	108	2.61154
3	223	2.98373
3	240	2.6173
3	276	3.13803
3	322	3.13859
3	464	2.19517
4	101	2.2385
4	254	2.7
4	334	2.70019
4	352	2.53397
4	393	3.1441
4	461	3.09807
4	471	2.95165
5	31	1.5706
5	218	2.05066
5	224	2.28887
5	308	2.27914
5	340	2.44095
5	437	2.76109
5	478	3.28114
6	12	2.33256
6	39	2.49495
6	56	2.33158
6	248	2.7
6	327	3.39201
6	345	2.99702
6	408	3.13098
7	39	2.65818
7	165	2.25511
7	180	2.54218
7	189	2.78556
7	345	3.16024
7	364	3.64829
7	408	3.29421
8	185	1.41949
8	454	2.61916
8	460	2.84404
8	464	2.98028
8	465	3.10547
8	491	3.1667
8	493	3.21559
9	145	1.73409
9	161	1.64456
9	230	2.23414
9	306	2.49811
9	383	2.99741
9	400	2.63925
9	481	2.94087
10	125	0.23324
10	234	2.09903
10	397	2.66563
10	430	2.73989
10	434	3.10732
10	445	2.81019
10	449	3.22863
11	201	2.42296
11	214	2.4569
11	243	2.45614
11	348	3.20595
11	349	3.64829
11	351	2.81398
11	403	3.32316
12	6	2.33256
12	56	2.41253
12	101	1.85203
12	165	2.17284
12	327	3.47296
12	345	3.07797
12	408	3.21193
13	19	2.42434
13	138	2.14655
13	207	2.70811
13	293	2.8606
13	302	2.88794
13	429	3.64963
13	442	4.68722
14	166	1.92755
14	231	2.20082
14	237	2.2192
14	279	2.28155
14	330	2.18713
14	413	3.09958
14	439	2.75064
15	16	2.75216
15	48	2.33
15	70	2.65543
15	147	2.54691
15	216	2.7
15	254	3.12304
15	260	3.27416
16	15	2.75216
16	40	2.75235
16	121	2.84824
16	144	2.84723
16	147	2.3779
16	260	3.10515
16	371	3.64829
17	35	1.85203
17	264	2.10339
17	381	2.52063
17	396	3.00258
17	418	3.14258
17	444	2.72592
17	455	3.1773
18	47	1.63648
18	51	1.95344
18	197	2.11529
18	421	2.67219
18	432	2.62658
18	479	2.8026
18	488	2.87817
19	13	2.42434
19	136	2.5158
19	138	2.17409
19	158	2.26274
19	295	2.84174
19	355	3.04334
19	429	3.67718
20	158	2.11161
20	241	1.88361
20	303	2.38682
20	335	2.66175
20	402	2.33835
20	463	2.64645
20	496	2.65313
21	43	2.25794
21	59	2.2695
21	203	2.93646
21	275	2.80919
21	305	3.10297
21	349	3.29598
21	495	5.80948
22	69	1.14716
22	253	1.96637
22	362	2.21135
22	442	2.50336
22	472	2.65067
22	499	3.16893
22	500	3.03553
23	97	1.72533
23	191	2.7
23	331	2.53425
23	390	2.80702
23	462	3.45556
23	482	3.0407
23	483	3.1231
24	58	2.06788
24	205	2.46802
24	215	2.13623
24	247	2.08496
24	310	2.61797
24	321	2.55474
24	325	2.75619
25	112	2.4762
25	182	2.09217
25	359	2.59241
25	390	2.84433
25	434	1.68848
25	462	3.49288
25	483	3.16041
26	131	2.21342
26	249	1.99772
26	306	2.33303
26	366	2.29866
26	386	2.58888
26	400	2.47417
26	481	2.77579
27	45	1.1529
27	179	1.24542
27	185	1.83643
27	323	2.10993
27	460	3.26098
27	464	3.39722
27	493	3.63253
28	67	1.11118
28	114	1.96024
28	312	1.92723
